"model","converged","n_risk_rows","expected_interaction","interaction_rule_pass","formula","scenario_id","replicate","seed"
"M10_M11_eye_denominator",TRUE,546736,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",8,20560008
"M10_M11_eye_numerator",TRUE,546736,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",8,20560008
"M10_M11_shared_denominator",TRUE,194910,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",8,20560008
"M10_M11_shared_numerator",TRUE,194910,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",8,20560008
"M9_denominator",TRUE,734745,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",9,20560009
"M9_numerator",TRUE,734745,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",9,20560009
"M10_M11_eye_denominator",TRUE,589331,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",9,20560009
"M10_M11_eye_numerator",TRUE,589331,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",9,20560009
"M10_M11_shared_denominator",TRUE,187245,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",9,20560009
"M10_M11_shared_numerator",TRUE,187245,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",9,20560009
"M9_denominator",TRUE,717225,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",10,20560010
"M9_numerator",TRUE,717225,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",10,20560010
"M10_M11_eye_denominator",TRUE,539231,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",10,20560010
"M10_M11_eye_numerator",TRUE,539231,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",10,20560010
"M10_M11_shared_denominator",TRUE,169725,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",10,20560010
"M10_M11_shared_numerator",TRUE,169725,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",10,20560010
"M9_denominator",TRUE,750075,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",11,20560011
"M9_numerator",TRUE,750075,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",11,20560011
"M10_M11_eye_denominator",TRUE,569721,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",11,20560011
"M10_M11_eye_numerator",TRUE,569721,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",11,20560011
"M10_M11_shared_denominator",TRUE,202575,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",11,20560011
"M10_M11_shared_numerator",TRUE,202575,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",11,20560011
"M9_denominator",TRUE,715035,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",12,20560012
"M9_numerator",TRUE,715035,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",12,20560012
"M10_M11_eye_denominator",TRUE,559003,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",12,20560012
"M10_M11_eye_numerator",TRUE,559003,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",12,20560012
"M10_M11_shared_denominator",TRUE,167535,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",12,20560012
"M10_M11_shared_numerator",TRUE,167535,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",12,20560012
"M9_denominator",TRUE,717225,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",13,20560013
"M9_numerator",TRUE,717225,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",13,20560013
"M10_M11_eye_denominator",TRUE,526141,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",13,20560013
"M10_M11_eye_numerator",TRUE,526141,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",13,20560013
"M10_M11_shared_denominator",TRUE,169725,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",13,20560013
"M10_M11_shared_numerator",TRUE,169725,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",13,20560013
"M9_denominator",TRUE,739125,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",14,20560014
"M9_numerator",TRUE,739125,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",14,20560014
"M10_M11_eye_denominator",TRUE,530545,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",14,20560014
"M10_M11_eye_numerator",TRUE,530545,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",14,20560014
"M10_M11_shared_denominator",TRUE,191625,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",14,20560014
"M10_M11_shared_numerator",TRUE,191625,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",14,20560014
"M9_denominator",TRUE,731460,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",15,20560015
"M9_numerator",TRUE,731460,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",15,20560015
"M10_M11_eye_denominator",TRUE,566518,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",15,20560015
"M10_M11_eye_numerator",TRUE,566518,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",15,20560015
"M10_M11_shared_denominator",TRUE,183960,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",15,20560015
"M10_M11_shared_numerator",TRUE,183960,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",15,20560015
"M9_denominator",TRUE,723795,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",16,20560016
"M9_numerator",TRUE,723795,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",16,20560016
"M10_M11_eye_denominator",TRUE,543571,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",16,20560016
"M10_M11_eye_numerator",TRUE,543571,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",16,20560016
"M10_M11_shared_denominator",TRUE,176295,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",16,20560016
"M10_M11_shared_numerator",TRUE,176295,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",16,20560016
"M9_denominator",TRUE,724890,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",17,20560017
"M9_numerator",TRUE,724890,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",17,20560017
"M10_M11_eye_denominator",TRUE,559956,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",17,20560017
"M10_M11_eye_numerator",TRUE,559956,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",17,20560017
"M10_M11_shared_denominator",TRUE,177390,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",17,20560017
"M10_M11_shared_numerator",TRUE,177390,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",17,20560017
"M9_denominator",TRUE,744600,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",18,20560018
"M9_numerator",TRUE,744600,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",18,20560018
"M10_M11_eye_denominator",TRUE,564232,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",18,20560018
"M10_M11_eye_numerator",TRUE,564232,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",18,20560018
"M10_M11_shared_denominator",TRUE,197100,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",18,20560018
"M10_M11_shared_numerator",TRUE,197100,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",18,20560018
"M9_denominator",TRUE,727080,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",19,20560019
"M9_numerator",TRUE,727080,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",19,20560019
"M10_M11_eye_denominator",TRUE,527248,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",19,20560019
"M10_M11_eye_numerator",TRUE,527248,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",19,20560019
"M10_M11_shared_denominator",TRUE,179580,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",19,20560019
"M10_M11_shared_numerator",TRUE,179580,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",19,20560019
"M9_denominator",TRUE,732555,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",20,20560020
"M9_numerator",TRUE,732555,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",20,20560020
"M10_M11_eye_denominator",TRUE,537129,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",20,20560020
"M10_M11_eye_numerator",TRUE,537129,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",20,20560020
"M10_M11_shared_denominator",TRUE,185055,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",20,20560020
"M10_M11_shared_numerator",TRUE,185055,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",20,20560020
"M9_denominator",TRUE,727080,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",21,20560021
"M9_numerator",TRUE,727080,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",21,20560021
"M10_M11_eye_denominator",TRUE,531626,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",21,20560021
"M10_M11_eye_numerator",TRUE,531626,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",21,20560021
"M10_M11_shared_denominator",TRUE,179580,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",21,20560021
"M10_M11_shared_numerator",TRUE,179580,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",21,20560021
"M9_denominator",TRUE,724890,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",22,20560022
"M9_numerator",TRUE,724890,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",22,20560022
"M10_M11_eye_denominator",TRUE,551200,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",22,20560022
"M10_M11_eye_numerator",TRUE,551200,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",22,20560022
"M10_M11_shared_denominator",TRUE,177390,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",22,20560022
"M10_M11_shared_numerator",TRUE,177390,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",22,20560022
"M9_denominator",TRUE,723795,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",23,20560023
"M9_numerator",TRUE,723795,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",23,20560023
"M10_M11_eye_denominator",TRUE,556779,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",23,20560023
"M10_M11_eye_numerator",TRUE,556779,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",23,20560023
"M10_M11_shared_denominator",TRUE,176295,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",23,20560023
"M10_M11_shared_numerator",TRUE,176295,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",23,20560023
"M9_denominator",TRUE,718320,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",24,20560024
"M9_numerator",TRUE,718320,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",24,20560024
"M10_M11_eye_denominator",TRUE,531630,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",24,20560024
"M10_M11_eye_numerator",TRUE,531630,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",24,20560024
"M10_M11_shared_denominator",TRUE,170820,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",24,20560024
"M10_M11_shared_numerator",TRUE,170820,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",24,20560024
"M9_denominator",TRUE,729270,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",25,20560025
"M9_numerator",TRUE,729270,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",25,20560025
"M10_M11_eye_denominator",TRUE,549144,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",25,20560025
"M10_M11_eye_numerator",TRUE,549144,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",25,20560025
"M10_M11_shared_denominator",TRUE,181770,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",25,20560025
"M10_M11_shared_numerator",TRUE,181770,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",25,20560025
"M9_denominator",TRUE,735840,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",26,20560026
"M9_numerator",TRUE,735840,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",26,20560026
"M10_M11_eye_denominator",TRUE,546894,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",26,20560026
"M10_M11_eye_numerator",TRUE,546894,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",26,20560026
"M10_M11_shared_denominator",TRUE,188340,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",26,20560026
"M10_M11_shared_numerator",TRUE,188340,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",26,20560026
"M9_denominator",TRUE,727080,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",27,20560027
"M9_numerator",TRUE,727080,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",27,20560027
"M10_M11_eye_denominator",TRUE,557780,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",27,20560027
"M10_M11_eye_numerator",TRUE,557780,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",27,20560027
"M10_M11_shared_denominator",TRUE,179580,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",27,20560027
"M10_M11_shared_numerator",TRUE,179580,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",27,20560027
"M9_denominator",TRUE,735840,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",28,20560028
"M9_numerator",TRUE,735840,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",28,20560028
"M10_M11_eye_denominator",TRUE,535908,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",28,20560028
"M10_M11_eye_numerator",TRUE,535908,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",28,20560028
"M10_M11_shared_denominator",TRUE,188340,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",28,20560028
"M10_M11_shared_numerator",TRUE,188340,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",28,20560028
"M9_denominator",TRUE,729270,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",29,20560029
"M9_numerator",TRUE,729270,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",29,20560029
"M10_M11_eye_denominator",TRUE,540302,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",29,20560029
"M10_M11_eye_numerator",TRUE,540302,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",29,20560029
"M10_M11_shared_denominator",TRUE,181770,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",29,20560029
"M10_M11_shared_numerator",TRUE,181770,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",29,20560029
"M9_denominator",TRUE,762120,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",30,20560030
"M9_numerator",TRUE,762120,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",30,20560030
"M10_M11_eye_denominator",TRUE,553418,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",30,20560030
"M10_M11_eye_numerator",TRUE,553418,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",30,20560030
"M10_M11_shared_denominator",TRUE,214620,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",30,20560030
"M10_M11_shared_numerator",TRUE,214620,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",30,20560030
"M9_denominator",TRUE,728175,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",31,20560031
"M9_numerator",TRUE,728175,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",31,20560031
"M10_M11_eye_denominator",TRUE,530553,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",31,20560031
"M10_M11_eye_numerator",TRUE,530553,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",31,20560031
"M10_M11_shared_denominator",TRUE,180675,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",31,20560031
"M10_M11_shared_numerator",TRUE,180675,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",31,20560031
"M9_denominator",TRUE,708465,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",32,20560032
"M9_numerator",TRUE,708465,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",32,20560032
"M10_M11_eye_denominator",TRUE,556789,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",32,20560032
"M10_M11_eye_numerator",TRUE,556789,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",32,20560032
"M10_M11_shared_denominator",TRUE,160965,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",32,20560032
"M10_M11_shared_numerator",TRUE,160965,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",32,20560032
"M9_denominator",TRUE,729270,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",33,20560033
"M9_numerator",TRUE,729270,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",33,20560033
"M10_M11_eye_denominator",TRUE,544732,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",33,20560033
"M10_M11_eye_numerator",TRUE,544732,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",33,20560033
"M10_M11_shared_denominator",TRUE,181770,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",33,20560033
"M10_M11_shared_numerator",TRUE,181770,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",33,20560033
"M9_denominator",TRUE,719415,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",34,20560034
"M9_numerator",TRUE,719415,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",34,20560034
"M10_M11_eye_denominator",TRUE,556667,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",34,20560034
"M10_M11_eye_numerator",TRUE,556667,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",34,20560034
"M10_M11_shared_denominator",TRUE,171915,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",34,20560034
"M10_M11_shared_numerator",TRUE,171915,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",34,20560034
"M9_denominator",TRUE,711750,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",35,20560035
"M9_numerator",TRUE,711750,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",35,20560035
"M10_M11_eye_denominator",TRUE,579688,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",35,20560035
"M10_M11_eye_numerator",TRUE,579688,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",35,20560035
"M10_M11_shared_denominator",TRUE,164250,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",35,20560035
"M10_M11_shared_numerator",TRUE,164250,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",35,20560035
"M9_denominator",TRUE,710655,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",36,20560036
"M9_numerator",TRUE,710655,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",36,20560036
"M10_M11_eye_denominator",TRUE,556787,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",36,20560036
"M10_M11_eye_numerator",TRUE,556787,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",36,20560036
"M10_M11_shared_denominator",TRUE,163155,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",36,20560036
"M10_M11_shared_numerator",TRUE,163155,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",36,20560036
"M9_denominator",TRUE,721605,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",37,20560037
"M9_numerator",TRUE,721605,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",37,20560037
"M10_M11_eye_denominator",TRUE,554593,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",37,20560037
"M10_M11_eye_numerator",TRUE,554593,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",37,20560037
"M10_M11_shared_denominator",TRUE,174105,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",37,20560037
"M10_M11_shared_numerator",TRUE,174105,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",37,20560037
"M9_denominator",TRUE,730365,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",38,20560038
"M9_numerator",TRUE,730365,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",38,20560038
"M10_M11_eye_denominator",TRUE,565437,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",38,20560038
"M10_M11_eye_numerator",TRUE,565437,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",38,20560038
"M10_M11_shared_denominator",TRUE,182865,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",38,20560038
"M10_M11_shared_numerator",TRUE,182865,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",38,20560038
"M9_denominator",TRUE,738030,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",39,20560039
"M9_numerator",TRUE,738030,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",39,20560039
"M10_M11_eye_denominator",TRUE,546940,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",39,20560039
"M10_M11_eye_numerator",TRUE,546940,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",39,20560039
"M10_M11_shared_denominator",TRUE,190530,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",39,20560039
"M10_M11_shared_numerator",TRUE,190530,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",39,20560039
"M9_denominator",TRUE,722700,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_B_N",40,20560040
"M9_numerator",TRUE,722700,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_B_N",40,20560040
"M10_M11_eye_denominator",TRUE,525066,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_B_N",40,20560040
"M10_M11_eye_numerator",TRUE,525066,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_B_N",40,20560040
"M10_M11_shared_denominator",TRUE,175200,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_B_N",40,20560040
"M10_M11_shared_numerator",TRUE,175200,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_B_N",40,20560040
