"model","converged","n_risk_rows","expected_interaction","interaction_rule_pass","formula","scenario_id","replicate","seed"
"M10_M11_eye_denominator",TRUE,530421,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",81,20760081
"M10_M11_eye_numerator",TRUE,530421,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",81,20760081
"M10_M11_shared_denominator",TRUE,200385,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",81,20760081
"M10_M11_shared_numerator",TRUE,200385,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",81,20760081
"M9_denominator",TRUE,728175,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",82,20760082
"M9_numerator",TRUE,728175,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",82,20760082
"M10_M11_eye_denominator",TRUE,556897,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",82,20760082
"M10_M11_eye_numerator",TRUE,556897,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",82,20760082
"M10_M11_shared_denominator",TRUE,180675,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",82,20760082
"M10_M11_shared_numerator",TRUE,180675,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",82,20760082
"M9_denominator",TRUE,728175,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",83,20760083
"M9_numerator",TRUE,728175,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",83,20760083
"M10_M11_eye_denominator",TRUE,526415,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",83,20760083
"M10_M11_eye_numerator",TRUE,526415,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",83,20760083
"M10_M11_shared_denominator",TRUE,180675,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",83,20760083
"M10_M11_shared_numerator",TRUE,180675,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",83,20760083
"M9_denominator",TRUE,718320,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",84,20760084
"M9_numerator",TRUE,718320,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",84,20760084
"M10_M11_eye_denominator",TRUE,568766,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",84,20760084
"M10_M11_eye_numerator",TRUE,568766,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",84,20760084
"M10_M11_shared_denominator",TRUE,170820,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",84,20760084
"M10_M11_shared_numerator",TRUE,170820,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",84,20760084
"M9_denominator",TRUE,741315,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",85,20760085
"M9_numerator",TRUE,741315,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",85,20760085
"M10_M11_eye_denominator",TRUE,526529,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",85,20760085
"M10_M11_eye_numerator",TRUE,526529,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",85,20760085
"M10_M11_shared_denominator",TRUE,193815,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",85,20760085
"M10_M11_shared_numerator",TRUE,193815,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",85,20760085
"M9_denominator",TRUE,735840,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",86,20760086
"M9_numerator",TRUE,735840,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",86,20760086
"M10_M11_eye_denominator",TRUE,518876,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",86,20760086
"M10_M11_eye_numerator",TRUE,518876,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",86,20760086
"M10_M11_shared_denominator",TRUE,188340,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",86,20760086
"M10_M11_shared_numerator",TRUE,188340,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",86,20760086
"M9_denominator",TRUE,750075,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",87,20760087
"M9_numerator",TRUE,750075,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",87,20760087
"M10_M11_eye_denominator",TRUE,545619,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",87,20760087
"M10_M11_eye_numerator",TRUE,545619,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",87,20760087
"M10_M11_shared_denominator",TRUE,202575,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",87,20760087
"M10_M11_shared_numerator",TRUE,202575,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",87,20760087
"M9_denominator",TRUE,735840,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",88,20760088
"M9_numerator",TRUE,735840,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",88,20760088
"M10_M11_eye_denominator",TRUE,548826,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",88,20760088
"M10_M11_eye_numerator",TRUE,548826,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",88,20760088
"M10_M11_shared_denominator",TRUE,188340,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",88,20760088
"M10_M11_shared_numerator",TRUE,188340,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",88,20760088
"M9_denominator",TRUE,720510,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",89,20760089
"M9_numerator",TRUE,720510,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",89,20760089
"M10_M11_eye_denominator",TRUE,564416,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",89,20760089
"M10_M11_eye_numerator",TRUE,564416,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",89,20760089
"M10_M11_shared_denominator",TRUE,173010,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",89,20760089
"M10_M11_shared_numerator",TRUE,173010,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",89,20760089
"M9_denominator",TRUE,718320,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",90,20760090
"M9_numerator",TRUE,718320,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",90,20760090
"M10_M11_eye_denominator",TRUE,532030,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",90,20760090
"M10_M11_eye_numerator",TRUE,532030,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",90,20760090
"M10_M11_shared_denominator",TRUE,170820,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",90,20760090
"M10_M11_shared_numerator",TRUE,170820,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",90,20760090
"M9_denominator",TRUE,728175,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",91,20760091
"M9_numerator",TRUE,728175,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",91,20760091
"M10_M11_eye_denominator",TRUE,552487,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",91,20760091
"M10_M11_eye_numerator",TRUE,552487,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",91,20760091
"M10_M11_shared_denominator",TRUE,180675,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",91,20760091
"M10_M11_shared_numerator",TRUE,180675,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",91,20760091
"M9_denominator",TRUE,724890,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",92,20760092
"M9_numerator",TRUE,724890,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",92,20760092
"M10_M11_eye_denominator",TRUE,538396,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",92,20760092
"M10_M11_eye_numerator",TRUE,538396,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",92,20760092
"M10_M11_shared_denominator",TRUE,177390,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",92,20760092
"M10_M11_shared_numerator",TRUE,177390,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",92,20760092
"M9_denominator",TRUE,745695,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",93,20760093
"M9_numerator",TRUE,745695,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",93,20760093
"M10_M11_eye_denominator",TRUE,534661,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",93,20760093
"M10_M11_eye_numerator",TRUE,534661,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",93,20760093
"M10_M11_shared_denominator",TRUE,198195,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",93,20760093
"M10_M11_shared_numerator",TRUE,198195,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",93,20760093
"M9_denominator",TRUE,713940,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",94,20760094
"M9_numerator",TRUE,713940,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",94,20760094
"M10_M11_eye_denominator",TRUE,551690,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",94,20760094
"M10_M11_eye_numerator",TRUE,551690,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",94,20760094
"M10_M11_shared_denominator",TRUE,166440,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",94,20760094
"M10_M11_shared_numerator",TRUE,166440,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",94,20760094
"M9_denominator",TRUE,724890,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",95,20760095
"M9_numerator",TRUE,724890,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",95,20760095
"M10_M11_eye_denominator",TRUE,544910,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",95,20760095
"M10_M11_eye_numerator",TRUE,544910,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",95,20760095
"M10_M11_shared_denominator",TRUE,177390,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",95,20760095
"M10_M11_shared_numerator",TRUE,177390,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",95,20760095
"M9_denominator",TRUE,738030,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",96,20760096
"M9_numerator",TRUE,738030,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",96,20760096
"M10_M11_eye_denominator",TRUE,553408,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",96,20760096
"M10_M11_eye_numerator",TRUE,553408,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",96,20760096
"M10_M11_shared_denominator",TRUE,190530,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",96,20760096
"M10_M11_shared_numerator",TRUE,190530,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",96,20760096
"M9_denominator",TRUE,742410,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",97,20760097
"M9_numerator",TRUE,742410,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",97,20760097
"M10_M11_eye_denominator",TRUE,546750,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",97,20760097
"M10_M11_eye_numerator",TRUE,546750,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",97,20760097
"M10_M11_shared_denominator",TRUE,194910,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",97,20760097
"M10_M11_shared_numerator",TRUE,194910,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",97,20760097
"M9_denominator",TRUE,725985,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",98,20760098
"M9_numerator",TRUE,725985,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",98,20760098
"M10_M11_eye_denominator",TRUE,524441,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",98,20760098
"M10_M11_eye_numerator",TRUE,524441,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",98,20760098
"M10_M11_shared_denominator",TRUE,178485,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",98,20760098
"M10_M11_shared_numerator",TRUE,178485,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",98,20760098
"M9_denominator",TRUE,748980,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",99,20760099
"M9_numerator",TRUE,748980,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",99,20760099
"M10_M11_eye_denominator",TRUE,535950,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",99,20760099
"M10_M11_eye_numerator",TRUE,535950,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",99,20760099
"M10_M11_shared_denominator",TRUE,201480,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",99,20760099
"M10_M11_shared_numerator",TRUE,201480,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",99,20760099
"M9_denominator",TRUE,739125,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",100,20760100
"M9_numerator",TRUE,739125,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",100,20760100
"M10_M11_eye_denominator",TRUE,543497,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",100,20760100
"M10_M11_eye_numerator",TRUE,543497,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",100,20760100
"M10_M11_shared_denominator",TRUE,191625,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",100,20760100
"M10_M11_shared_numerator",TRUE,191625,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",100,20760100
"M9_denominator",TRUE,720510,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",101,20760101
"M9_numerator",TRUE,720510,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",101,20760101
"M10_M11_eye_denominator",TRUE,547188,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",101,20760101
"M10_M11_eye_numerator",TRUE,547188,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",101,20760101
"M10_M11_shared_denominator",TRUE,173010,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",101,20760101
"M10_M11_shared_numerator",TRUE,173010,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",101,20760101
"M9_denominator",TRUE,728175,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",102,20760102
"M9_numerator",TRUE,728175,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",102,20760102
"M10_M11_eye_denominator",TRUE,552485,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",102,20760102
"M10_M11_eye_numerator",TRUE,552485,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",102,20760102
"M10_M11_shared_denominator",TRUE,180675,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",102,20760102
"M10_M11_shared_numerator",TRUE,180675,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",102,20760102
"M9_denominator",TRUE,718320,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",103,20760103
"M9_numerator",TRUE,718320,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",103,20760103
"M10_M11_eye_denominator",TRUE,540578,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",103,20760103
"M10_M11_eye_numerator",TRUE,540578,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",103,20760103
"M10_M11_shared_denominator",TRUE,170820,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",103,20760103
"M10_M11_shared_numerator",TRUE,170820,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",103,20760103
"M9_denominator",TRUE,729270,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",104,20760104
"M9_numerator",TRUE,729270,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",104,20760104
"M10_M11_eye_denominator",TRUE,546834,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",104,20760104
"M10_M11_eye_numerator",TRUE,546834,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",104,20760104
"M10_M11_shared_denominator",TRUE,181770,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",104,20760104
"M10_M11_shared_numerator",TRUE,181770,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",104,20760104
"M9_denominator",TRUE,718320,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",105,20760105
"M9_numerator",TRUE,718320,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",105,20760105
"M10_M11_eye_denominator",TRUE,572856,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",105,20760105
"M10_M11_eye_numerator",TRUE,572856,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",105,20760105
"M10_M11_shared_denominator",TRUE,170820,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",105,20760105
"M10_M11_shared_numerator",TRUE,170820,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",105,20760105
"M9_denominator",TRUE,701895,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",106,20760106
"M9_numerator",TRUE,701895,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",106,20760106
"M10_M11_eye_denominator",TRUE,537669,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",106,20760106
"M10_M11_eye_numerator",TRUE,537669,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",106,20760106
"M10_M11_shared_denominator",TRUE,154395,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",106,20760106
"M10_M11_shared_numerator",TRUE,154395,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",106,20760106
"M9_denominator",TRUE,740220,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",107,20760107
"M9_numerator",TRUE,740220,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",107,20760107
"M10_M11_eye_denominator",TRUE,510234,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",107,20760107
"M10_M11_eye_numerator",TRUE,510234,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",107,20760107
"M10_M11_shared_denominator",TRUE,192720,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",107,20760107
"M10_M11_shared_numerator",TRUE,192720,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",107,20760107
"M9_denominator",TRUE,712845,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",108,20760108
"M9_numerator",TRUE,712845,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",108,20760108
"M10_M11_eye_denominator",TRUE,550459,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",108,20760108
"M10_M11_eye_numerator",TRUE,550459,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",108,20760108
"M10_M11_shared_denominator",TRUE,165345,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",108,20760108
"M10_M11_shared_numerator",TRUE,165345,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",108,20760108
"M9_denominator",TRUE,731460,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",109,20760109
"M9_numerator",TRUE,731460,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",109,20760109
"M10_M11_eye_denominator",TRUE,549112,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",109,20760109
"M10_M11_eye_numerator",TRUE,549112,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",109,20760109
"M10_M11_shared_denominator",TRUE,183960,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",109,20760109
"M10_M11_shared_numerator",TRUE,183960,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",109,20760109
"M9_denominator",TRUE,745695,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",110,20760110
"M9_numerator",TRUE,745695,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",110,20760110
"M10_M11_eye_denominator",TRUE,565071,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",110,20760110
"M10_M11_eye_numerator",TRUE,565071,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",110,20760110
"M10_M11_shared_denominator",TRUE,198195,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",110,20760110
"M10_M11_shared_numerator",TRUE,198195,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",110,20760110
"M9_denominator",TRUE,745695,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",111,20760111
"M9_numerator",TRUE,745695,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",111,20760111
"M10_M11_eye_denominator",TRUE,535003,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",111,20760111
"M10_M11_eye_numerator",TRUE,535003,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",111,20760111
"M10_M11_shared_denominator",TRUE,198195,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",111,20760111
"M10_M11_shared_numerator",TRUE,198195,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",111,20760111
"M9_denominator",TRUE,733650,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",112,20760112
"M9_numerator",TRUE,733650,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",112,20760112
"M10_M11_eye_denominator",TRUE,559772,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",112,20760112
"M10_M11_eye_numerator",TRUE,559772,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",112,20760112
"M10_M11_shared_denominator",TRUE,186150,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VD_SH_N",112,20760112
"M10_M11_shared_numerator",TRUE,186150,"",TRUE,"shared_event ~ group + time + I(time^2)","VD_SH_N",112,20760112
"M9_denominator",TRUE,718320,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VD_SH_N",113,20760113
"M9_numerator",TRUE,718320,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VD_SH_N",113,20760113
"M10_M11_eye_denominator",TRUE,527878,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VD_SH_N",113,20760113
"M10_M11_eye_numerator",TRUE,527878,"",TRUE,"eye_event ~ group + time + I(time^2)","VD_SH_N",113,20760113
