"method","estimate","std_error","ci_lower","ci_upper","p_value","converged","runtime_seconds","n_records","failure_reason","warning","scenario_id","mechanism","structure","true_beta3","replicate","seed","absolute_error","z_value","reject_005","ci_covers_truth","ci_width","error","squared_error"
"M10_separate_two_process_IIW_GEE",-0.0298890348223804,0.0267642257158873,-0.0823469172255196,0.0225688475807587,0.264099862422246,TRUE,0.579999999987194,25572,"","","VS_B_N","VS","B",0,294,20960294,0.0298890348223804,-1.11675320405919,FALSE,TRUE,0.104915764806278,-0.0298890348223804,0.000893354402613469
"M11_combined_two_process_IIW_GEE",-0.0276378470271007,0.0267867474550814,-0.0801398720390602,0.0248641779848588,0.302178396248967,TRUE,0.589999999996508,25572,"","","VS_B_N","VS","B",0,294,20960294,0.0276378470271007,-1.0317731584787,FALSE,TRUE,0.105004050023919,-0.0276378470271007,0.000763850588293418
"M12_oracle_combined_IIW_GEE",-0.0265726169928568,0.026121896526957,-0.0777715341856925,0.024626300199979,0.30903237187019,TRUE,0.560000000012224,25572,"","","VS_B_N","VS","B",0,294,20960294,0.0265726169928568,-1.01725450774352,FALSE,TRUE,0.102397834385671,-0.0265726169928568,0.00070610397384906
"M8_patient_clustered_GEE",0.0154182815965013,0.0281666429185401,-0.0397883385238373,0.0706249017168399,0.5841073385085,TRUE,0.409999999988941,24277,"","","VS_B_N","VS","B",0,295,20960295,0.0154182815965013,0.547395074418065,FALSE,TRUE,0.110413240240677,0.0154182815965013,0.000237723407389011
"M9_single_process_IIW_GEE",-0.00268592192497849,0.0271707308921813,-0.0559405544736539,0.0505687106236969,0.921254587317158,TRUE,0.560000000012224,24277,"","","VS_B_N","VS","B",0,295,20960295,0.00268592192497849,-0.0988535028975388,FALSE,TRUE,0.106509265097351,-0.00268592192497849,7.21417658708018e-06
"M10_separate_two_process_IIW_GEE",-0.0113450495632907,0.0279188421554675,-0.0660659801880069,0.0433758810614256,0.68447945117963,TRUE,0.519999999989523,24277,"","","VS_B_N","VS","B",0,295,20960295,0.0113450495632907,-0.406358168441054,FALSE,TRUE,0.109441861249433,-0.0113450495632907,0.000128710149593521
"M11_combined_two_process_IIW_GEE",-0.00926007198456322,0.027877554680606,-0.0639000791585509,0.0453799351894245,0.739761311259165,TRUE,0.44999999999709,24277,"","","VS_B_N","VS","B",0,295,20960295,0.00926007198456322,-0.332169449245322,FALSE,TRUE,0.109280014347975,-0.00926007198456322,8.57489331592926e-05
"M12_oracle_combined_IIW_GEE",-0.00298062046126642,0.0271565952686173,-0.0562075471877562,0.0502463062652234,0.912602268191556,TRUE,0.410000000003492,24277,"","","VS_B_N","VS","B",0,295,20960295,0.00298062046126642,-0.109756780324774,FALSE,TRUE,0.10645385345298,-0.00298062046126642,8.88409833412007e-06
"M8_patient_clustered_GEE",-0.0249067456947172,0.030735176353446,-0.0851476913474713,0.035334199958037,0.417729782343584,TRUE,0.509999999994761,24719,"","","VS_B_N","VS","B",0,296,20960296,0.0249067456947172,-0.810366122787015,FALSE,TRUE,0.120481891305508,-0.0249067456947172,0.000620345981101313
"M9_single_process_IIW_GEE",-0.00719399823509736,0.0265334055826558,-0.0591994731771028,0.0448114767069081,0.786291165316267,TRUE,0.529999999998836,24719,"","","VS_B_N","VS","B",0,296,20960296,0.00719399823509736,-0.271129848472971,FALSE,TRUE,0.104010949884011,-0.00719399823509736,5.17536106065839e-05
"M10_separate_two_process_IIW_GEE",-0.00595056444146521,0.0263930148394277,-0.0576808735267435,0.0457797446438131,0.821621577723193,TRUE,0.5,24719,"","","VS_B_N","VS","B",0,296,20960296,0.00595056444146521,-0.225459822520005,FALSE,TRUE,0.103460618170557,-0.00595056444146521,3.54092171720302e-05
"M11_combined_two_process_IIW_GEE",-0.00955660460933574,0.0263080252810219,-0.0611203341601386,0.0420071249414672,0.71641205212672,TRUE,0.529999999998836,24719,"","","VS_B_N","VS","B",0,296,20960296,0.00955660460933574,-0.363258150592918,FALSE,TRUE,0.103127459101606,-0.00955660460933574,9.1328691659177e-05
"M12_oracle_combined_IIW_GEE",-0.00741498378913429,0.026283253061643,-0.0589301597899545,0.0441001922116859,0.777852885666891,TRUE,0.639999999999418,24719,"","","VS_B_N","VS","B",0,296,20960296,0.00741498378913429,-0.282118190307101,FALSE,TRUE,0.10303035200164,-0.00741498378913429,5.49819845931244e-05
"M8_patient_clustered_GEE",-0.00432839445779952,0.0311495901643995,-0.0653815911800226,0.0567248022644235,0.889485628700246,TRUE,0.440000000002328,23847,"","","VS_B_N","VS","B",0,297,20960297,0.00432839445779952,-0.138955101333769,FALSE,TRUE,0.122106393444446,-0.00432839445779952,1.87349985823096e-05
"M9_single_process_IIW_GEE",-0.00583102334339051,0.0273996605217058,-0.0595343579659338,0.0478723112791528,0.831472271508251,TRUE,0.419999999998254,23847,"","","VS_B_N","VS","B",0,297,20960297,0.00583102334339051,-0.212813707628648,FALSE,TRUE,0.107406669245087,-0.00583102334339051,3.4000833231165e-05
"M10_separate_two_process_IIW_GEE",-0.00271072878928263,0.0273438249339149,-0.0563046256597558,0.0508831680811906,0.921031120587463,TRUE,0.479999999995925,23847,"","","VS_B_N","VS","B",0,297,20960297,0.00271072878928263,-0.0991349526203437,FALSE,TRUE,0.107187793740946,-0.00271072878928263,7.34805056904565e-06
"M11_combined_two_process_IIW_GEE",-0.0024735856842677,0.0273361804667916,-0.0560524993991792,0.0511053280306438,0.927899737973964,TRUE,0.44999999999709,23847,"","","VS_B_N","VS","B",0,297,20960297,0.0024735856842677,-0.0904876117302729,FALSE,TRUE,0.107157827429823,-0.0024735856842677,6.11862613741412e-06
"M12_oracle_combined_IIW_GEE",-0.00158789636788415,0.0272180121622607,-0.0549352002059151,0.0517594074701467,0.953477878403766,TRUE,0.490000000005239,23847,"","","VS_B_N","VS","B",0,297,20960297,0.00158789636788415,-0.0583399095576077,FALSE,TRUE,0.106694607676062,-0.00158789636788415,2.52141487513969e-06
"M8_patient_clustered_GEE",-0.0575512604927916,0.0275014382727795,-0.111454079507439,-0.00364844147814379,0.0363791893446174,TRUE,0.369999999995343,24373,"","","VS_B_N","VS","B",0,298,20960298,0.0575512604927916,-2.09266366078588,TRUE,FALSE,0.107805638029296,-0.0575512604927916,0.00331214758430916
"M9_single_process_IIW_GEE",-0.0522768041192962,0.0252711025680094,-0.101808165152595,-0.00274544308599787,0.038579916711999,TRUE,0.419999999998254,24373,"","","VS_B_N","VS","B",0,298,20960298,0.0522768041192962,-2.06863962419563,TRUE,FALSE,0.0990627220665967,-0.0522768041192962,0.00273286424892727
"M10_separate_two_process_IIW_GEE",-0.0560281407418248,0.0254838872493943,-0.105976559750638,-0.00607972173301189,0.0279084262023653,TRUE,0.440000000002328,24373,"","","VS_B_N","VS","B",0,298,20960298,0.0560281407418248,-2.19857120672029,TRUE,FALSE,0.0998968380176258,-0.0560281407418248,0.00313915255498573
"M11_combined_two_process_IIW_GEE",-0.0579012311719501,0.0255583957105494,-0.107995686764627,-0.0078067755792734,0.0234851662942249,TRUE,0.509999999994761,24373,"","","VS_B_N","VS","B",0,298,20960298,0.0579012311719501,-2.26544857618161,TRUE,FALSE,0.100188911185353,-0.0579012311719501,0.00335255257122761
"M12_oracle_combined_IIW_GEE",-0.0573886460953626,0.0255735830124324,-0.10751286879973,-0.00726442339099502,0.0248285627806698,TRUE,0.460000000006403,24373,"","","VS_B_N","VS","B",0,298,20960298,0.0573886460953626,-2.24405966373439,TRUE,FALSE,0.100248445408735,-0.0573886460953626,0.00329345670065877
"M8_patient_clustered_GEE",0.0611327419680144,0.0316169119932008,-0.00083640553865922,0.123101889474688,0.0531690178434641,TRUE,0.389999999999418,23347,"","","VS_B_N","VS","B",0,299,20960299,0.0611327419680144,1.93354562840169,FALSE,TRUE,0.123938295013347,0.0611327419680144,0.00373721214052783
"M9_single_process_IIW_GEE",0.0629620801290368,0.0266308701755382,0.0107655745849819,0.115158585673092,0.0180665333751366,TRUE,0.479999999995925,23347,"","","VS_B_N","VS","B",0,299,20960299,0.0629620801290368,2.36425170165377,TRUE,FALSE,0.10439301108811,0.0629620801290368,0.00396422353417525
"M10_separate_two_process_IIW_GEE",0.0607203201192768,0.0264345068476493,0.00890868669788421,0.112531953540669,0.0216182132092467,TRUE,0.410000000003492,23347,"","","VS_B_N","VS","B",0,299,20960299,0.0607203201192768,2.29700975581757,TRUE,FALSE,0.103623266842785,0.0607203201192768,0.00368695727538745
"M11_combined_two_process_IIW_GEE",0.0622691241792774,0.0264031232498445,0.0105190026095823,0.114019245748973,0.0183539072599702,TRUE,0.409999999988941,23347,"","","VS_B_N","VS","B",0,299,20960299,0.0622691241792774,2.3583999358729,TRUE,FALSE,0.10350024313939,0.0622691241792774,0.00387744382605427
"M12_oracle_combined_IIW_GEE",0.0598694729666353,0.0263021111228218,0.00831733516590465,0.111421610767366,0.0228326598945023,TRUE,0.369999999995343,23347,"","","VS_B_N","VS","B",0,299,20960299,0.0598694729666353,2.27622310190485,TRUE,FALSE,0.103104275601461,0.0598694729666353,0.00358435379330268
"M8_patient_clustered_GEE",0.030366958694775,0.0310660619971528,-0.0305225228196445,0.0912564402091946,0.328323539899285,TRUE,0.400000000008731,23464,"","","VS_B_N","VS","B",0,300,20960300,0.030366958694775,0.977496236811674,FALSE,TRUE,0.121778963028839,0.030366958694775,0.000922152180370174
"M9_single_process_IIW_GEE",0.0430735731811556,0.0270990510885834,-0.010040566952468,0.0961877133147791,0.111950621886866,TRUE,0.489999999990687,23464,"","","VS_B_N","VS","B",0,300,20960300,0.0430735731811556,1.58948640084678,FALSE,TRUE,0.106228280267247,0.0430735731811556,0.00185533270659236
"M10_separate_two_process_IIW_GEE",0.0387971249621474,0.0272159871804167,-0.0145462099114693,0.0921404598357641,0.154004916769136,TRUE,0.389999999999418,23464,"","","VS_B_N","VS","B",0,300,20960300,0.0387971249621474,1.42552701487396,FALSE,TRUE,0.106686669747233,0.0387971249621474,0.00150521690532848
"M11_combined_two_process_IIW_GEE",0.0389939248926575,0.0271312890026598,-0.0141834015525557,0.0921712513378707,0.150652416829954,TRUE,0.419999999998254,23464,"","","VS_B_N","VS","B",0,300,20960300,0.0389939248926575,1.43723082559162,FALSE,TRUE,0.106354652890426,0.0389939248926575,0.00152052617853421
"M12_oracle_combined_IIW_GEE",0.0382007843240772,0.0271421799561904,-0.014997888390056,0.0913994570382105,0.159299200103408,TRUE,0.399999999994179,23464,"","","VS_B_N","VS","B",0,300,20960300,0.0382007843240772,1.40743243120988,FALSE,TRUE,0.106397345428266,0.0382007843240772,0.00145929992297467
"M8_patient_clustered_GEE",-0.0109334026067244,0.0326449307806921,-0.0749174669368809,0.053050661723432,0.737686303831429,TRUE,0.340000000011059,23740,"","","VS_B_N","VS","B",0,301,20960301,0.0109334026067244,-0.334918847896318,FALSE,TRUE,0.127968128660313,-0.0109334026067244,0.000119539292560729
"M9_single_process_IIW_GEE",0.0182624534673851,0.0261708163981573,-0.0330323466730032,0.0695572536077735,0.485291338353429,TRUE,0.409999999988941,23740,"","","VS_B_N","VS","B",0,301,20960301,0.0182624534673851,0.697817492184577,FALSE,TRUE,0.102589600280777,0.0182624534673851,0.000333517206648408
"M10_separate_two_process_IIW_GEE",0.0161374985724642,0.026318009296497,-0.0354457996486699,0.0677207967935984,0.53976180838587,TRUE,0.369999999995343,23740,"","","VS_B_N","VS","B",0,301,20960301,0.0161374985724642,0.613173222589148,FALSE,TRUE,0.103166596442268,0.0161374985724642,0.000260418860176285
"M11_combined_two_process_IIW_GEE",0.015889928820173,0.026015539897108,-0.0351005293781587,0.0668803870185048,0.541341230656393,TRUE,0.410000000003492,23740,"","","VS_B_N","VS","B",0,301,20960301,0.015889928820173,0.610786048762318,FALSE,TRUE,0.101980916396663,0.015889928820173,0.000252489837910166
"M12_oracle_combined_IIW_GEE",0.0164341649146537,0.0261902237847426,-0.0348986737034418,0.0677670035327493,0.53033655307315,TRUE,0.529999999998836,23740,"","","VS_B_N","VS","B",0,301,20960301,0.0164341649146537,0.627492344079459,FALSE,TRUE,0.102665677236191,0.0164341649146537,0.000270081776442036
"M8_patient_clustered_GEE",-0.040313376119527,0.0359686572021187,-0.11081194423568,0.0301851919966257,0.262376494555628,TRUE,0.450000000011642,24693,"","","VS_B_N","VS","B",0,302,20960302,0.040313376119527,-1.12079180195674,FALSE,TRUE,0.140997136232305,-0.040313376119527,0.00162516829415445
"M9_single_process_IIW_GEE",-0.0335485386419519,0.0298374659912077,-0.0920299719847191,0.0249328947008153,0.260853435723468,TRUE,0.5,24693,"","","VS_B_N","VS","B",0,302,20960302,0.0335485386419519,-1.12437626746982,FALSE,TRUE,0.116962866685534,-0.0335485386419519,0.00112550444501054
"M10_separate_two_process_IIW_GEE",-0.0327405800766022,0.0291244965251277,-0.0898245932658525,0.0243434331126481,0.260945358209705,TRUE,0.529999999998836,24693,"","","VS_B_N","VS","B",0,302,20960302,0.0327405800766022,-1.12415952146519,FALSE,TRUE,0.114168026378501,-0.0327405800766022,0.0010719455837524
"M11_combined_two_process_IIW_GEE",-0.0324327661119959,0.0291238819620793,-0.0895155747576713,0.0246500425336795,0.265444767280125,TRUE,0.569999999992433,24693,"","","VS_B_N","VS","B",0,302,20960302,0.0324327661119959,-1.11361411758999,FALSE,TRUE,0.114165617291351,-0.0324327661119959,0.00105188431767543
"M12_oracle_combined_IIW_GEE",-0.0360351324675512,0.0290155463953551,-0.0929056034024473,0.0208353384673448,0.214264235029334,TRUE,0.75,24693,"","","VS_B_N","VS","B",0,302,20960302,0.0360351324675512,-1.24192500036187,FALSE,TRUE,0.113740941869792,-0.0360351324675512,0.00129853077195396
"M8_patient_clustered_GEE",0.0141024717444491,0.032740333336034,-0.0500685815941776,0.0782735250830759,0.666659639335696,TRUE,0.440000000002328,22854,"","","VS_B_N","VS","B",0,303,20960303,0.0141024717444491,0.430736962867997,FALSE,TRUE,0.128342106677253,0.0141024717444491,0.000198879709302986
"M9_single_process_IIW_GEE",-0.0196393169922154,0.0262663110661697,-0.0711212866819079,0.0318426526974772,0.454641218266645,TRUE,0.389999999999418,22854,"","","VS_B_N","VS","B",0,303,20960303,0.0196393169922154,-0.747699855634098,FALSE,TRUE,0.102963939379385,-0.0196393169922154,0.000385702771920719
"M10_separate_two_process_IIW_GEE",-0.027667935844891,0.0259243957640007,-0.0784797515423324,0.0231438798525504,0.285856792309154,TRUE,0.380000000004657,22854,"","","VS_B_N","VS","B",0,303,20960303,0.027667935844891,-1.06725480110558,FALSE,TRUE,0.101623631394883,-0.027667935844891,0.000765514673917003
"M11_combined_two_process_IIW_GEE",-0.0331097640362306,0.0258415751559879,-0.0837592513419669,0.0175397232695056,0.20010252815451,TRUE,0.389999999999418,22854,"","","VS_B_N","VS","B",0,303,20960303,0.0331097640362306,-1.28125951442084,FALSE,TRUE,0.101298974611472,-0.0331097640362306,0.00109625647453487
"M12_oracle_combined_IIW_GEE",-0.0313031801487263,0.025956416888283,-0.0821777572497611,0.0195713969523084,0.227821332195479,TRUE,0.400000000008731,22854,"","","VS_B_N","VS","B",0,303,20960303,0.0313031801487263,-1.20599003643129,FALSE,TRUE,0.10174915420207,-0.0313031801487263,0.000979889087423613
"M8_patient_clustered_GEE",-0.0159099540005125,0.0338946180019399,-0.0823434052843147,0.0505234972832897,0.638787537052955,TRUE,0.450000000011642,24547,"","","VS_B_N","VS","B",0,304,20960304,0.0159099540005125,-0.469394698580228,FALSE,TRUE,0.132866902567604,-0.0159099540005125,0.000253126636298425
"M9_single_process_IIW_GEE",0.0153282477663609,0.0265458523855217,-0.0367016229092616,0.0673581184419833,0.563652162177853,TRUE,0.5,24547,"","","VS_B_N","VS","B",0,304,20960304,0.0153282477663609,0.577425337252346,FALSE,TRUE,0.104059741351245,0.0153282477663609,0.000234955179586946
"M10_separate_two_process_IIW_GEE",0.0121402050339123,0.0259932956347219,-0.0388066544101425,0.0630870644779672,0.640463106381119,TRUE,0.5,24547,"","","VS_B_N","VS","B",0,304,20960304,0.0121402050339123,0.467051396810778,FALSE,TRUE,0.10189371888811,0.0121402050339123,0.00014738457826543
"M11_combined_two_process_IIW_GEE",0.0101155421158946,0.0259062095255848,-0.0406606285542517,0.0608917127860408,0.696190619146926,TRUE,0.489999999990687,24547,"","","VS_B_N","VS","B",0,304,20960304,0.0101155421158946,0.390467856978633,FALSE,TRUE,0.101552341340292,0.0101155421158946,0.000102324192298436
"M12_oracle_combined_IIW_GEE",0.0102554757477156,0.0258478233273052,-0.0404062579738027,0.0609172094692338,0.691541786282749,TRUE,0.5,24547,"","","VS_B_N","VS","B",0,304,20960304,0.0102554757477156,0.396763612078772,FALSE,TRUE,0.101323467443036,0.0102554757477156,0.000105174782811982
"M8_patient_clustered_GEE",0.0374833454799808,0.030617441883869,-0.0225268406124024,0.0974935315723639,0.220858643770541,TRUE,0.340000000011059,23575,"","","VS_B_N","VS","B",0,305,20960305,0.0374833454799808,1.22424811393956,FALSE,TRUE,0.120020372184766,0.0374833454799808,0.00140500118837159
"M9_single_process_IIW_GEE",0.041002921003355,0.0278471898057311,-0.013577571015878,0.095583413022588,0.140905927690021,TRUE,0.409999999988941,23575,"","","VS_B_N","VS","B",0,305,20960305,0.041002921003355,1.47242580990763,FALSE,TRUE,0.109160984038466,0.041002921003355,0.00168123953080737
"M10_separate_two_process_IIW_GEE",0.0393568030598294,0.0280605434453179,-0.0156418620929938,0.0943554682126525,0.160745883058113,TRUE,0.399999999994179,23575,"","","VS_B_N","VS","B",0,305,20960305,0.0393568030598294,1.40256738564328,FALSE,TRUE,0.109997330305646,0.0393568030598294,0.00154895794709019
"M11_combined_two_process_IIW_GEE",0.0399735883155758,0.0279059801023483,-0.0147221326850268,0.0946693093161785,0.152018489512558,TRUE,0.410000000003492,23575,"","","VS_B_N","VS","B",0,305,20960305,0.0399735883155758,1.43243807130114,FALSE,TRUE,0.109391442001205,0.0399735883155758,0.00159788776282314
"M12_oracle_combined_IIW_GEE",0.0421642542894203,0.0278300944256629,-0.012382730784879,0.0967112393637197,0.129757288184665,TRUE,0.410000000003492,23575,"","","VS_B_N","VS","B",0,305,20960305,0.0421642542894203,1.51505969201957,FALSE,TRUE,0.109093970148599,0.0421642542894203,0.0017778243397829
"M8_patient_clustered_GEE",0.018994457923802,0.0280946447496015,-0.0360710457854169,0.0740599616330209,0.498984645241182,TRUE,0.5,24237,"","","VS_B_N","VS","B",0,306,20960306,0.018994457923802,0.676088204463643,FALSE,TRUE,0.110131007418438,0.018994457923802,0.000360789431819085
"M9_single_process_IIW_GEE",0.00871011962332549,0.0269903399799949,-0.0441909467374644,0.0616111859841154,0.746912997737194,TRUE,0.440000000002328,24237,"","","VS_B_N","VS","B",0,306,20960306,0.00871011962332549,0.322712482680151,FALSE,TRUE,0.10580213272158,0.00871011962332549,7.58661838526398e-05
"M10_separate_two_process_IIW_GEE",0.0044510865143747,0.0278529352790782,-0.0501406666326186,0.059042839661368,0.873033322262151,TRUE,0.429999999993015,24237,"","","VS_B_N","VS","B",0,306,20960306,0.0044510865143747,0.159806730234215,FALSE,TRUE,0.109183506293987,0.0044510865143747,1.98121711584483e-05
"M11_combined_two_process_IIW_GEE",0.00242492665932332,0.0277790550788947,-0.0520220212953103,0.0568718746139569,0.930438343161685,TRUE,0.440000000002328,24237,"","","VS_B_N","VS","B",0,306,20960306,0.00242492665932332,0.0872933457396712,FALSE,TRUE,0.108893895909267,0.00242492665932332,5.88026930309698e-06
"M12_oracle_combined_IIW_GEE",0.0063463546467145,0.0271015881960414,-0.0467727582175267,0.0594654675109557,0.814853699044796,TRUE,0.470000000001164,24237,"","","VS_B_N","VS","B",0,306,20960306,0.0063463546467145,0.234169104806983,FALSE,TRUE,0.106238225728482,0.0063463546467145,4.02762173018747e-05
"M8_patient_clustered_GEE",0.0445522859680204,0.0341732998734933,-0.0224273817840265,0.111531953720067,0.192330350702433,TRUE,0.5,24834,"","","VS_B_N","VS","B",0,307,20960307,0.0445522859680204,1.30371623849465,FALSE,TRUE,0.133959335504094,0.0445522859680204,0.00198490618497627
"M9_single_process_IIW_GEE",0.0382565459590012,0.0287614164234898,-0.0181158302310387,0.0946289221490412,0.183474032377939,TRUE,0.5,24834,"","","VS_B_N","VS","B",0,307,20960307,0.0382565459590012,1.33013428113911,FALSE,TRUE,0.11274475238008,0.0382565459590012,0.00146356330871317
"M10_separate_two_process_IIW_GEE",0.0347727585712404,0.0285882888603908,-0.0212602875951256,0.0908058047376063,0.223859701547051,TRUE,0.520000000004075,24834,"","","VS_B_N","VS","B",0,307,20960307,0.0347727585712404,1.21632878207755,FALSE,TRUE,0.112066092332732,0.0347727585712404,0.00120914473865377
"M11_combined_two_process_IIW_GEE",0.0361502603522155,0.0284803225024536,-0.0196711717525936,0.0919716924570245,0.204331745465742,TRUE,0.509999999994761,24834,"","","VS_B_N","VS","B",0,307,20960307,0.0361502603522155,1.26930656593166,FALSE,TRUE,0.111642864209618,0.0361502603522155,0.00130684132353296
"M12_oracle_combined_IIW_GEE",0.0360553746585291,0.0282764683476996,-0.0193665033029621,0.0914772526200203,0.202273225254154,TRUE,0.470000000001164,24834,"","","VS_B_N","VS","B",0,307,20960307,0.0360553746585291,1.27510176359992,FALSE,TRUE,0.110843755922982,0.0360553746585291,0.0012999900417669
"M8_patient_clustered_GEE",-0.018346787695922,0.0327766347516691,-0.0825889918091933,0.0458954164173494,0.575648590662883,TRUE,0.470000000001164,23921,"","","VS_B_N","VS","B",0,308,20960308,0.018346787695922,-0.55975202564039,FALSE,TRUE,0.128484408226543,-0.018346787695922,0.000336604618759234
"M9_single_process_IIW_GEE",-0.0177115187401187,0.0275328414131111,-0.0716758879098165,0.0362528504295791,0.520037895110001,TRUE,0.5,23921,"","","VS_B_N","VS","B",0,308,20960308,0.0177115187401187,-0.643286992227561,FALSE,TRUE,0.107928738339396,-0.0177115187401187,0.000313697896081576
"M10_separate_two_process_IIW_GEE",-0.0212966368937446,0.0274525963380364,-0.0751037257162961,0.0325104519288068,0.43789047434582,TRUE,0.520000000004075,23921,"","","VS_B_N","VS","B",0,308,20960308,0.0212966368937446,-0.775760391895519,FALSE,TRUE,0.107614177645103,-0.0212966368937446,0.000453546742984005
"M11_combined_two_process_IIW_GEE",-0.019742709035568,0.0273748566711594,-0.0733974281110405,0.0339120100399044,0.470787316652745,TRUE,0.470000000001164,23921,"","","VS_B_N","VS","B",0,308,20960308,0.019742709035568,-0.721198626634924,FALSE,TRUE,0.107309438150945,-0.019742709035568,0.0003897745600631
"M12_oracle_combined_IIW_GEE",-0.0193661855244473,0.0273848516276694,-0.0730404947146793,0.0343081236657848,0.479450855761566,TRUE,0.44999999999709,23921,"","","VS_B_N","VS","B",0,308,20960308,0.0193661855244473,-0.707186067237254,FALSE,TRUE,0.107348618380464,-0.0193661855244473,0.00037504914176731
"M8_patient_clustered_GEE",0.0143535482019314,0.0289867769798038,-0.042460534678484,0.0711676310823468,0.620476086918806,TRUE,0.389999999999418,24169,"","","VS_B_N","VS","B",0,309,20960309,0.0143535482019314,0.495175721396417,FALSE,TRUE,0.113628165760831,0.0143535482019314,0.000206024345985168
"M9_single_process_IIW_GEE",6.24880179695693e-05,0.0261847930255632,-0.0512597063121343,0.0513846823480734,0.99809591095868,TRUE,0.44999999999709,24169,"","","VS_B_N","VS","B",0,309,20960309,6.24880179695693e-05,0.00238642397931367,FALSE,TRUE,0.102644388660208,6.24880179695693e-05,3.90475238976522e-09
"M10_separate_two_process_IIW_GEE",-0.00384570711742942,0.0262328510741328,-0.0552620952227296,0.0475706809878708,0.883448621791789,TRUE,0.479999999995925,24169,"","","VS_B_N","VS","B",0,309,20960309,0.00384570711742942,-0.146598900232447,FALSE,TRUE,0.1028327762106,-0.00384570711742942,1.47894632330473e-05
"M11_combined_two_process_IIW_GEE",-0.00422903863286832,0.0260666240592259,-0.055319621788951,0.0468615445232144,0.87111717742093,TRUE,0.400000000008731,24169,"","","VS_B_N","VS","B",0,309,20960309,0.00422903863286832,-0.162239598931551,FALSE,TRUE,0.102181166312165,-0.00422903863286832,1.78847677582927e-05
"M12_oracle_combined_IIW_GEE",-0.00624933966192296,0.0258387948326905,-0.0568933775339964,0.0443946982101504,0.808889582772292,TRUE,0.459999999991851,24169,"","","VS_B_N","VS","B",0,309,20960309,0.00624933966192296,-0.241858790334001,FALSE,TRUE,0.101288075744147,-0.00624933966192296,3.90542462100834e-05
"M8_patient_clustered_GEE",-0.0138634504080395,0.0319946212892918,-0.0765729081350515,0.0488460073189724,0.664792728721083,TRUE,0.379999999990105,23517,"","","VS_B_N","VS","B",0,310,20960310,0.0138634504080395,-0.433305657306826,FALSE,TRUE,0.125418915454024,-0.0138634504080395,0.000192195257216172
"M9_single_process_IIW_GEE",-0.034062919685274,0.0284734496043074,-0.0898708809097165,0.0217450415391685,0.231577701374119,TRUE,0.440000000002328,23517,"","","VS_B_N","VS","B",0,310,20960310,0.034062919685274,-1.19630463321596,FALSE,TRUE,0.111615922448885,-0.034062919685274,0.00116028249748543
"M10_separate_two_process_IIW_GEE",-0.0361487754773151,0.028910437178358,-0.0928132323468968,0.0205156813922665,0.211164012314368,TRUE,0.44999999999709,23517,"","","VS_B_N","VS","B",0,310,20960310,0.0361487754773151,-1.25037111179957,FALSE,TRUE,0.113328913739163,-0.0361487754773151,0.00130673396850934
"M11_combined_two_process_IIW_GEE",-0.035883200363535,0.0288597942625532,-0.0924483971181392,0.0206819963910692,0.213734098444137,TRUE,0.419999999998254,23517,"","","VS_B_N","VS","B",0,310,20960310,0.035883200363535,-1.24336299964879,FALSE,TRUE,0.113130393509208,-0.035883200363535,0.0012876040683296
"M12_oracle_combined_IIW_GEE",-0.0359921815143164,0.0289502191748278,-0.0927346110969789,0.0207502480683461,0.21377799395838,TRUE,0.470000000001164,23517,"","","VS_B_N","VS","B",0,310,20960310,0.0359921815143164,-1.24324383511443,FALSE,TRUE,0.113484859165325,-0.0359921815143164,0.0012954371301595
"M8_patient_clustered_GEE",-0.00955864668419533,0.0288535502213673,-0.0661116051180752,0.0469943117496845,0.740431882642023,TRUE,0.450000000011642,23929,"","","VS_B_N","VS","B",0,311,20960311,0.00955864668419533,-0.331281475272902,FALSE,TRUE,0.11310591686776,-0.00955864668419533,9.13677264332783e-05
"M9_single_process_IIW_GEE",-0.00680368882901123,0.0276639191404712,-0.0610249703443349,0.0474175926863124,0.805727991934612,TRUE,0.459999999991851,23929,"","","VS_B_N","VS","B",0,311,20960311,0.00680368882901123,-0.245940887640092,FALSE,TRUE,0.108442563030647,-0.00680368882901123,4.62901816820122e-05
"M10_separate_two_process_IIW_GEE",-0.00835963176929338,0.0277538838092109,-0.0627572440353468,0.0460379804967601,0.76325754003197,TRUE,0.419999999998254,23929,"","","VS_B_N","VS","B",0,311,20960311,0.00835963176929338,-0.301205835794376,FALSE,TRUE,0.108795224532107,-0.00835963176929338,6.98834433181792e-05
"M11_combined_two_process_IIW_GEE",-0.00844066990078123,0.0276255803811986,-0.0625868074479305,0.045705467646368,0.759956286178675,TRUE,0.470000000001164,23929,"","","VS_B_N","VS","B",0,311,20960311,0.00844066990078123,-0.305538192657331,FALSE,TRUE,0.108292275094298,-0.00844066990078123,7.12449083739543e-05
"M12_oracle_combined_IIW_GEE",-0.00653016895021598,0.0275762988156031,-0.0605797146287981,0.0475193767283661,0.81280909905602,TRUE,0.459999999991851,23929,"","","VS_B_N","VS","B",0,311,20960311,0.00653016895021598,-0.236803676732757,FALSE,TRUE,0.108099091357164,-0.00653016895021598,4.26431065183649e-05
